date,text
2021-08-11 12:03:47+00:00,"The big tech quest to find the metals needed for the energy overhaul    ​​In recent weeks, every day that the weather permitted, a helicopter contracted by KoBold Metals flew over a remote part of northern Quebec carrying some unusual cargo.  A 115-foot-wide copper coil dangled from the belly of the craft, sending electromagnetic waves into the earth and creating currents in rocks deep underground. Any good electrical conductors sent telltale signals back to a receiver coil, suggesting that the rocks might contain valuable deposits of nickel and cobalt—metals used in the batteries powering cell phones, laptops, and electric cars, demand for which is expected to soar in the coming years.  The data collected is plugged into machine-learning models which advise the team on the best places to survey next. It’s a far cry from how geologists have traditionally hunted for mineral deposits. These days, data science and machine learning are becoming a bigger part of the effort to find the next big payday underground. "
2021-08-11 12:03:47+00:00,"  Chinese hackers disguised themselves as Iran to target Israel  The news: When hackers broke into Israeli computers in 2019 and 2020, evidence initially suggested they were from Iran. But on closer inspection, analysts concluded it was conducted by Chinese operatives posing as a team from Tehran, according to new research from American cybersecurity firm FireEye.  How they did it: Many of their tactics were blunt, such as using the word ""Iran"" in file paths. But they also wrote in Farsi, and deployed tools normally associated with Iranians. The attackers also took pains to protect their true identities by minimizing the evidence they left behind, and hiding the infrastructure they used to break into Israeli machines. Ultimately they failed. The hackers made several mistakes that blew their cover and linked them back to their previous work. For example, they used similar files, infrastructure, and tactics across multiple operations in the Middle East.  The significance: The attack was not particularly sophisticated or successful, but it shows how important attribution—and misattribution—can be in cyber-espionage campaigns. "
2021-08-10 12:03:10+00:00,"What we know about how the delta variant of covid is spreading    What’s happening: Covid cases in the US have doubled over the past two weeks, and scientists are now racing to understand the delta variant, which appears to account for the vast majority of new infections.  What we know: The delta variant is nearly twice as contagious as previous versions of the virus, according to the CDC. It also seems to lead to higher viral loads. The evidence suggests that vaccinated people may be able to transmit the virus, perhaps even just as readily as unvaccinated people. The overwhelming majority of infections are still in unvaccinated people. So far, it looks as if vaccines still largely work, especially in preventing severe illness.  What we don’t know: The appearance of a new variant has people worried we’ll see other, even worse variants. There is some genuine cause for concern: viruses mutate all the time, so as long as there are places in the world where there’s unchecked spread, we’ll likely continue to see more variants that will behave differently. The solution is to increase vaccination rates, and fast. "
2021-08-10 12:03:10+00:00,"  The UN climate report pins hopes on carbon removal technologies that barely exist  The news: The UN’s long-awaited climate report, released yesterday, offered a stark reminder that removing massive amounts of carbon dioxide from the atmosphere will be essential to prevent the gravest dangers of global warming. But it also underscored that the necessary technologies barely exist—and will be tremendously difficult to deploy.  The specifics: The report found that greenhouse gases are likely to drive worldwide temperatures at least 1.5˚C above preindustrial conditions within the next 20 years, fueling severe heat waves, floods, and droughts. Once that happens, carbon removal is essentially the only way to bring the climate back to a safer zone, because the greenhouse gas persists for hundreds to thousands of years in the atmosphere.  A rosy view: The model used to create the most optimistic scenario in the report, which limits warming to 1.5˚C, assumes the world will create a brand-new carbon-sucking sector operating on the emissions scales of all America’s cars, power plants, planes, and factories, in the next 30 years or so. But much of the technology that would underpin it has only ever been proven in small-scale projects. "
2021-08-09 12:03:33+00:00,"Apple has defended its new anti-child-abuse tech against privacy concerns    What’s happening: Last week, Apple announced new technologiesto detect child sexual abuse material on iPhones. Apple says the new detection tool, called NeuralHash, can identify images of child abuse stored on an iPhone without decrypting the image. It says it has implemented multiple checks to reduce the chance of errors before the images are passed onto the authorities. The tool will roll out in the US this year.  The reaction? The controversial new features strike at the heart of concerns about privacy, surveillance, and tech-enabled crimes. Apple says these new features preserve privacy as they combat child abuse. For critics, though, the biggest question is not about what the technology might do today; it’s about what it could become tomorrow.  What’s next? There is an enormous amount we don’t know about what Apple is doing. An optimist would say that enabling full encryption of iCloud accounts while still detecting child abuse material is both an anti-abuse and privacy win. A realist would worry about whether this feature will be weaponized by governments for broadening surveillance. "
2021-08-06 12:11:45+00:00,"The $1 trillion infrastructure bill is a baby step toward the US grid we need   The problem: The US needs to add hundreds of thousands of miles of transmission lines in the coming decades. The lines would weave together fragmented regional power systems into an interconnected grid capable of supporting a massive influx of renewables.  Tell me more: A national network of short spur lines and long-distance, high-voltage wires would deliver wind, solar and hydroelectric power to where it’s needed when it’s available across the country.  Yay, great let's do it: Not so fast. For starters, it could cost hundreds of billions of dollars to build out the necessary power lines this decade alone. And states, counties, cities and towns across the nation would need to quickly sign off on a multitude of new transmission lines. Unfortunately, the US is terrible at permitting such multi-state projects.  But hang on, is that hope? The roughly $1 trillion infrastructure packagemoving forward in the Senate, which has bipartisan support, provides billions of dollars for transmission lines. "
2021-08-05 12:04:01+00:00,"Stop giving out booster shots until more of the world is vaccinated, says the WHO    The WHO has called for a halt to any booster vaccinations until the end of September, so that other places in the world can get their first shots.  The agency’s director-general, Tedros Adhanom Ghebreyesus, said that while high income countries have given almost 100 shots for every 100 people, poorer countries have managed just 1.5 per 100 people. 80% of the 4 billion vaccines doses administered so far have been in high income countries.  ""We cannot accept countries that have already used most of the global supply of vaccines using even more of it, while the world’s most vulnerable people remain unprotected,” he told a press conference.  He said a moratorium on boosters until the end of September would enable at least 10% of every country to get vaccinated.  The WHO’s latest intervention comes as a number of countries have started, or are considering rolling out, booster shots. Israel began administering third shots last month, and France, Germany and the UAE have all announced plans to begin a booster program. Others, like the UK and the US, are still considering it. But the science on whether boosters are even required is still uncertain. "
2021-08-05 12:04:01+00:00,"  New global map shows populations are growing faster in flood-prone areas  The news: Even as climate change and urbanization make floods more frequent and their consequences more severe, a higher proportion of people are living in areas that experience them.  How we know: In a new studypublished this week in Nature, satellite images were used to map over 900 flood events that occurred between 2000 and 2018, affecting between 255 million and 290 million people.  The population in these areas increased by 34.1% over the same period (the global population only grew by 18.6%). That means between 58 million and 86 million more people were exposed to flooding in those places.  Why it matters: The effort gives scientists a clearer picture of the scale and human impact of recent floods. Getting a more accurate picture of global flood risk might help steer funding for climate adaptation to the places that need it most. "
2021-08-04 12:03:44+00:00,"What you need to know about New York City’s new vaccine proof    The news: New York City will be the first city in the US to require proof of vaccination to enter a variety of indoor places, the city’s mayor announced yesterday. The so-called Key to NYC Pass (which, rather confusingly, is a program, not an actual pass) is part of a suite of efforts to fight the more-transmissible delta variant, as cases rise across the city.  What that means: To see a Broadway show, eat indoors at a restaurant, or use a gym, you’ll need to show proof that you’ve received at least one dose of a covid vaccine. (It won’t be needed for essentials, like grocery shopping.) Acceptable proof will include the state’s Excelsior Pass (which has faced a range of glitches and fairness concerns), as well as a new app released by the city, NYC Covid Safe. The requirement applies to both customers and employees of those places.  Why it’s happening: About 66% of the city’s adults are fully vaccinated, and officials hope the new requirements will convince more people to get the shots. "
2021-08-04 12:03:44+00:00,"  Looking for work? Here’s how to write a résumé that an AI will love.  From job-matching platforms to AI-powered games and interviews, companies are relying more and more on artificial intelligence to streamline the hiring process.  In the final episode of Season 2of our podcast In Machines We Trust, we take a look at how algorithms are screening out applicants by the millions, based on little more than what they see in your resume. But there are ways to help you play by—and in some cases bend—their rules to give you an edge.  We asked career and job-matching experts for practical tips.Read how you can improve your chances. (  —Sheridan Wall and Hilke Schellman  You can listen to the podcast here on Apple Podcastsbut it’s also available at all the usual places. Here is the transcript. "
2021-08-03 12:03:36+00:00,"The voices of women in tech are still being erased    In the middle of the night on May 24, TikTok changed its voice. The ubiquitous woman’s voice that could read your video’s text out loud in a slightly stilted, robotic cadence was suddenly replaced by one with an almost smirky, upbeat tone. Many users started calling the new one the “Uncanny Valley Girl” to express their displeasure. Lil Nas X even made a TikTok about it.  But what happened to the old voice? And who was the woman behind it?  Women's voices and bodies can be found all throughout the history of computing—from being heard in launch countdownsto being visible in photographs—but only relatively recently have historians written these women back into the narrativeby explaining what they did. For a long time, women were mistakenly thought to be peripheral to computing history, even though they were often the ones who programmed the computers.  And it is still the case that when we hear a woman’s voice as part of a tech product, we might not know who she is, whether she is even real, and if so, whether she consented to have her voice used in that way.  Many TikTok users assumed that the text-to-speech voice they heard on the app wasn’t a real person. But it was: it belonged to a Canadian voice actor named Bev Standing, and Standing had never given ByteDance, the company that owns TikTok, permission to use it. "
2021-08-02 12:04:40+00:00,"Covid clusters among the vaccinated are killing our back-to-normal dreams    What’s happening: A handful of recent cases are proving that covid-19 transmission chains and superspreading events can occur even in groups where nearly everyone is vaccinated.  In the US: Investigators are learning from one particular outbreak in Provincetown, Massachusetts, a seaside town on Cape Cod, which in early July hosted a rowdy parade and crowded weeks of pool parties. Since then, health investigators say, there have been more than 800 cases of covid-19 linked to those events, 74% of which are in people who were vaccinated.  Viral loads: The Provincetown outbreak was caused by the delta variant, which now accounts for most cases in the US. The CDC said the “pivotal discovery” was that vaccinated people infected with delta in Provincetown appear to have just as much virus in their systems as those who are unvaccinated.  What it means: This suggests a rapid return to a layered approach of countermeasures, including masks and social distancing, which could also complicate school reopenings starting next month in the US. "
2021-07-30 12:04:05+00:00,"Hundreds of AI tools have been built to catch covid. None of them helped.    When covid-19 struck Europe in March 2020, hospitals were plunged into a health crisis that was still badly understood.  But there was data coming out of China, which had a four-month head start in the race to beat the pandemic. If machine-learning algorithms could be trained on that data to help doctors understand what they were seeing and make decisions, it just might save lives. That was the hope.  “I thought, ‘If there’s any time that AI could prove its usefulness, it’s now,’” says Laure Wynants, an epidemiologist at Maastricht University in the Netherlands, who studies predictive tools.  It never happened. The AI community rushed to develop software that many believed would allow hospitals to diagnose or triage patients faster, bringing much-needed support to the front lines.  In the end, many hundreds of predictive tools were developed. None of them made a real difference, and some were potentially harmful.  That’s the damning conclusion of multiple studies published in the last few months. But there's still hope for the future. "
2021-07-28 12:35:51+00:00,"What you need to know about the CDC’s new mask guidelines    The news: The US Centers for Disease Control and Prevention has recommendedthat vaccinated people wear masks in public indoor spaces in communities where covid cases are spiking. It’s also recommended that children in grades K–12 attend school in person while continuing to wear masks inside.  Why now? It’s only two months since the CDC said fully vaccinated people mostly no longer needed to wear masks indoors, so this new policy may seem like backtracking. But the CDC’s director, Rochelle Walensky, said the decision is driven by the rising infections caused by the delta variant. In May, delta was responsible for just 2% of cases sequenced in the US. Now it’sover 90%. And although unvaccinated people are driving this spread, vaccinated people can also get sick and pass on infections.  Am I affected? Probably, if you live in the US. Much of the country is experiencing what the CDC calls “substantial transmission rates,” which means the new recommendation would apply. Visit the CDC’s Covid Data Trackerto check.  What next? The US vaccination rate needs to improve, and quickly. "
2021-07-27 12:03:36+00:00,"The pandemic slashed the West Coast’s emissions. Wildfires already reversed it.    The news: Wildfires raging across the US West Coast have filled the air with enough carbon dioxide to wipe out more than half of the region’s pandemic-driven emissions reductions last year. And that was just in July.  The pandemic effect: California, Idaho, Oregon, and Washington saw fossil fuel emissions decline by around 69 million tons of carbon dioxide last year as the pandemic slashed pollution from ground transportation, aviation, and industry.  But: From July 1 to July 25, fires in those states produced about 41 million tons of carbon dioxide, according to data from the European Commission’s Copernicus Atmosphere Monitoring Service.  The bigger picture: The numbers illustrate a troubling feedback loop. Climate change creates hotter, drier conditions that fuel increasingly frequent and devastating fires—which, in turn, release greenhouse gases that will drive further warming. The problem will likely grow worse in the coming decades across large parts of the globe.  What can be done? The good news is we do have some control over these forces. Nations can step up efforts to cut greenhouse-gas emissions as quickly as possible. And they can get more serious about halting deforestation while promoting tree-planting campaigns. "
2021-07-26 12:04:02+00:00,"Why researchers need to tinker with viruses    In May, the coronavirus researcher Ralph Baric found himself at the center of the debate over gain-of-function research, in which scientists engineer new properties into existing viruses. And during a congressional hearing, Senator Rand Paul implied that the National Institutes of Health had been funding such research at both the Wuhan Institute of Virology and Baric’s University of North Carolina lab, and that the two labs had been collaborating to make “superviruses.”  Baric released a statementclarifying the research in question did not qualify as gain-of-function, and none of the SARS-like coronaviruses he’d used in the experiments were closely related to SARS-CoV-2, yet that did little to quell questions about the role his research may have played in furthering scientists’ ability to modify coronaviruses in potentially dangerous ways.  Baric believes such research is essential to the development of vaccines and other countermeasures against emerging viruses, a project he has been engaged in for more than 20 years. His research laid the groundwork for the first approved anti-covid drug and helped speed the development of the mRNA vaccines that have proved so pivotal.  MIT Technology Review recently asked Baric to explain what constitutes a gain-of-function experiment, why such research exists, and whether it could have played any role in the pandemic. Read the full interview.  —Rowan Jacobsen  This story is for subscribers only. If you want access to it, and all of our other award-winning journalism, please do consider becoming a subscriber. Prices start at just $50 a yearfor digital access."
2021-07-26 12:04:02+00:00,"  Meet the people who warn the world about new covid variants  In March, when covid cases began spiking around India, Bani Jolly went hunting for answers in the virus’s genetic code. Jolly, a third-year PhD student at the CSIR Institute of Genomics and Integrative Biology in New Delhi, studied sequences of samples taken from around India. As she did, she found a cluster that didn’t look quite like any known variant.  She went to the place where a small group of scientists give new variants their names: a system called Pango, which has quietly become essential to global covid research. It’s staffed by a handful of volunteers around the world, led primarily by a PhD student in Scotland, and its software tools and naming system have now helped scientists worldwide understand and classify nearly 2.5 million samples of the virus.  The Pango team quickly came up with a new name for the variant Jolly had identified: B.1.167, also known as “delta.”  Researchers, public health officers, and journalists around the world use Pango to understand covid’s evolution. But few realize that the entire endeavor—like much in the new field of covid genomics—is powered by a tiny team of young researchers who have often put their own work on hold to build it. "
2021-07-23 12:03:38+00:00," structure of every protein known to science  Sponsored by Lumen Technologies (  The Download Your daily dose of what's up in emerging technology A deluge of pings 07.23.21 Happy Friday! Today we're looking at contact tracing app-related chaos in the UK, and an announcement from DeepMind that it's going to release the structure of every protein known to science. Get your friends to sign up hereto get The Download every day. I hope you have a good weekend!  Is the UK’s pingdemic good or bad? Yes.    Oscar Maung-Haley, 24, was working in a bar in Manchester, England, when his phone pinged. It was the UK’s NHS Test and Trace app letting him know he’d potentially been exposed to covid-19 and needed to self-isolate. The news immediately caused problems. “It was a mad dash around the venue to show my manager and say I had to go,” he says.  The alert he got was one of hundreds of thousands being sent out every weekas the UK battles its latest wave of covid, which means more and more people face the same challenges. The phenomenon is being dubbed a “pingdemic” on social media, blamed for everything from gas shortagesto bare store shelves.  The ping deluge reflects the collision of several developments: sharply rising cases due to the delta variant, record numbers of app downloads, and far more contact than before as the UK has dropped many of its lockdown restrictions. More infections, more users, more contact: more pings.  That’s exactly how the app is supposed to work, yet it’s causing a significant breakdown in the social contract, as a lack of clear, fair rules is leading to widespread frustration. "
2021-07-23 12:03:38+00:00,"  DeepMind says it will release the structure of every protein known to science  The news: DeepMind has announced that it has used its AI to predict the shapes of nearly every protein in the human body, as well as the shapes of hundreds of thousands of other proteins found in 20 of the most widely studied organisms, including yeast, fruit flies, and mice.  The details: So far the trove consists of 350,000 newly predicted protein structures. DeepMind says it will predict and release the structures for more than 100 million more in the next few months—more or less all proteins known to science.  Why it matters: The breakthrough could allow biologists from around the world to understand diseases better and develop new drugs. "
2021-07-22 12:03:39+00:00,"The impact of the pandemic on online activism    For the past year, people in the United States were supposed to live at a distance and keep to themselves to prevent the spread of a deadly virus. At the same time, there was a nationwide reckoning on systemic racism and inequality, a contentious election, and a rise in racist violence. The activism that met those crises was often organized wholly or partially online, sometimes by young people experimenting with creative new ways to build social movements.  My colleague Abby Ohlheiser spoke to four people in their 20s who, through the internet, became viral voices, key organizers, and vital resources over the past year. Read their stories.  This story is the last we'll share from the latest print edition of MIT Technology Review, all about change. Check out the full magazine, and if you want to get a copy of our next one, subscribe! It comes out at the end of August, it's going to be all about the mind, and it's going to be amazing."
2021-07-22 12:03:39+00:00,"  An albino opossum proves CRISPR works for marsupials, too    The news: CRISPR has been used to modify the genes of tomatoes, humans, and just about everything in between. Because of their unique reproductive biology and their relative rarity in laboratory settings, though, marsupials had eluded the CRISPR rush—until now. A team of researchers at Japan’s Riken Institute have used the technology to edit the genes of a South American species of opossum.  How they did it: The researchers used CRISPR to delete a gene that codes for pigment production. Targeting this gene meant that if the experiments worked, the results would be immediately obvious: the opossums would be albino if both copies of the gene were knocked out, and mottled, or mosaic, if a single copy was deleted. The resulting litter included one albino opossum and one mosaic opossum (pictured above).  Why it matters: The ability to tweak marsupial genomes could help biologists learn more about the animals and use them to study immune responses, developmental biology, and even diseases like melanoma. "
2021-07-21 12:05:27+00:00,"Space tourism is just getting started    What happened: Blue Origin founder Jeff Bezos successfully completed the company’s first crewed suborbital flight yesterday—a major step in its efforts to provide commercial space flights to paying customers. He was joined by his brother Mark, Dutch student Oliver Daemen and astronaut Wally Funk. Daemen and Funk became the youngest and oldest people to ever fly to space, respectively. The flight lasted just 10 minutes, but passed the Kármán line, the boundary between Earth’s atmosphere and outer space. It was a test of the company’s reusable rocket and capsule system New Shepard.  What’s next: Compared with the launch earlier this month of Virgin Galactic’s SpaceShipTwo, a type of spaceplane, Bezos’s trip was more reminiscent of a NASA mission, with a vertical takeoff, parachutes, and a soft landing. Together, the flights signify the start of commercial space tourism. Beyond getting humans closer to orbit, both Virgin Galactic and Blue Origin could advance new approaches to faster cross-continental travel, since both vehicles can reach speeds four to five times those of a regular airplane. "
2021-07-21 12:05:27+00:00,"  Why Facebook can never fix itself  Facebook’s problems are well-known by now: the Cambridge Analytica scandal, the genocide in Myanmar, and rampant covid misinformation are just several examples.  But An Ugly Truth, a new book about Facebook written by veteran New York Times reporters Sheera Frenkel and Cecilia Kang, argues that Facebook’s issues today are not the product of a company that lost its way. Instead they are part of its very design, built atop Zuckerberg’s narrow worldview, the careless privacy culture he cultivated, and the staggering ambitions he chased with Sandberg. Read our review of the book.  —Karen Hao  Disability rights advocates are worried about discrimination in AI hiring tools  Your ability to land your next job could depend on how well you playone of the AI-powered games that companies like AstraZeneca and Postmates are increasingly using in the hiring process. Some companies that create these games, like Pymetrics and Arctic Shores, claim that they limit bias in hiring.  But AI hiring games can be especially difficult to navigate for job seekers with disabilities. In the latest episodeof MIT Technology Review’s podcast “In Machines We Trust,” we explore how AI-powered hiring games and other tools may exclude people with disabilities. Listen to it on Apple Podcasts, Spotify, or wherever you get your podcasts. "
2021-07-20 12:05:05+00:00,"What the latest Pegasus spyware leaks tell us    The news: Over the weekend, a consortium of international news outlets published their findings from an investigation into the use of Pegasus, the marquee spyware product of the secretive billion-dollar Israeli surveillance company NSO Group. (Its CEO, Shalev Hulio, is pictured above.) The reports are based on a leak of tens of thousands of phone numbers that appear to have been targeted by Pegasus. The outlets were able to use the data to establish that journalists and activists in many countries were targeted—and in some cases successfully hacked.  The significance: The leaks indicate the scope of what cybersecurity reporters and experts have said for years: that while NSO Group claims its spyware is designed to target criminals and terrorists, its actual applications are much more broad. The NSO used its standard line for the latest leak, denying all allegations. But it has also argued that it can’t be held responsible if governments misuse the technology it sells them. "
2021-07-20 12:05:05+00:00,"  Cities are scrambling to prevent flooding  What’s happening: US cities are working to shore up their flood defensesin the face of climate change. Floods have hit New York, Detroit, and Flagstaff, Arizona, in recent weeks. In Germany and Belgium, they have swept away whole towns and left over 1,000 people missing.  A problem: Urban centers are more prone to flooding than other areas because water can’t seep into the ground the way it would in a forest or grassland. Instead, it flows. Stormwater infrastructure around the country is aging, and many governments have resorted to Band-Aid solutions instead of building more resilient systems.  What we need: Coastal cities face even more dire climate threats, and some are investing aggressively to stave them off. Beyond pump stations, cities are installing features like storm ponds and rain gardens to help manage flooding. "
2021-07-19 12:05:12+00:00,"Why England’s sudden lifting of covid restrictions is a massive gamble    England is about to take a huge gamble.  From today, the country is ditching all its remaining pandemic-related restrictions. People will be able to go to nightclubs, or gather in groups as large as they like. They will not be legally compelled to wear masks.  At the same time, coronavirus cases are rapidly rising in the UK. It recorded over 50,000 new cases on Friday, a figure that could breach 100,000 before long.  In theory, a full reopening during a surge in cases sounds like a combustible mix. But the UK government is betting that this time won’t be like the others because of its vaccination program.  Researchers say it’s extremely difficult to predict what will happen next, with multiple overlapping, complex factors at play. Here is what we know, what we don’t know, and what we need to keep an eye on over the coming weeks. "
